Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
0;A Corti;tourism multiplier in the world economy covid-19 effects;2021;Symphonya. Emerging Issues in Management;symphonya.unicusano.it;https://symphonya.unicusano.it/article/view/13609;;11;16.12.2021 01:34;;;;;;;;;0;0;0;1;1;The COVID-19 pandemic has impacted on the world order with the force of a tsunami. It is important also to consider the economic aspect. In this context, tourism plays a leading role, being one of the most affected sectors–both in quantitative terms and in terms of the …;https://symphonya.unicusano.it/article/download/13609/11980;
0;S Þen, S Kovacý;the impact of the covid-19 pandemic on the tourism economy evidence from borsa istanbul;2021;… and Implications of COVID-19 on the Tourism …;igi-global.com;https://www.igi-global.com/chapter/the-impact-of-the-covid-19-pandemic-on-the-tourism-economy/284004;;13;16.12.2021 01:34;;;;;;;;;0;0;0;2;1;This chapter seeks to examine the impact of COVID-19 on the Turkish tourism economy. Towards this end, first of all, tourist arrivals and tourism income of Turkey were compared between pre-pandemic and within the pandemic period. Afterwards, to investigate whether …;;
0;ELM Gutierrez;redefining sustainable tourism in covid-19 a political-economy approach;2021;DLSU Business & Economics Review;eall.yunchen-tpms.com;http://eall.yunchen-tpms.com/wp-content/uploads/2021/04/1Gutierrez-041121.pdf;;14;16.12.2021 01:34;PDF;;;;;;;;0;0;0;1;1;Tourism has emerged as a critical sector generating economic growth and development across countries in the world. However, in the face of the outbreak of the COVID-19 pandemic, it is also considered as one of the most heavily hit sectors. Given the backdrop of …;http://eall.yunchen-tpms.com/wp-content/uploads/2021/04/1Gutierrez-041121.pdf;https://scholar.google.com/scholar?q=related:-myLpe3lYpsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
0;MI Hurra;impact of covid-19 on tourism sector and global economy;2021;World's;researchgate.net;https://www.researchgate.net/profile/Bhupendra-Kumar-19/publication/351058249_Impact_of_Covid-19_and_World's_Tourism_Industry_ISBN_978-81-951800-5-9/links/6081c220907dcf667bb992c8/Impact-of-Covid-19-and-Worlds-Tourism-Industry-ISBN-978-81-951800-5-9.pdf#page=59;;18;16.12.2021 01:34;PDF;;;;;;;;0;0;0;1;1;The Covid-19 pandemic isn't just the most serious global health crisis since the 1918 Great Influenza (Spanish flu), but is set to become one of the most monetarily costly pandemics recent history. This unprecedented public health crisis has become a catastrophic economic …;https://www.researchgate.net/profile/Bhupendra-Kumar-19/publication/351058249_Impact_of_Covid-19_and_World's_Tourism_Industry_ISBN_978-81-951800-5-9/links/6081c220907dcf667bb992c8/Impact-of-Covid-19-and-Worlds-Tourism-Industry-ISBN-978-81-951800-5-9.pdf#page=59;https://scholar.google.com/scholar?q=related:wWBZNVXE7vsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
0;BM Eppang, APM Som, ...;the impacts of the covid-19 pandemic on the tourism economy in south sulawesi indonesia;2021;Psychology and …;psychologyandeducation.net;http://psychologyandeducation.net/pae/index.php/pae/article/view/2423;;20;16.12.2021 01:34;;;;;;;;;0;0;0;3;1;Tourism industry in the region of South East Asia has been subjected to several crises which raise questions about their ability to manage crises and readiness for future eventualities. The importance of such abilities is heightened especially in the current landscape where the …;http://psychologyandeducation.net/pae/index.php/pae/article/download/2423/2115;https://scholar.google.com/scholar?q=related:s_kbn1EX2gsJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
0;S La Croix;reopening the hawai i tourism economy in the age of covid-19;2021;The Value of Hawai?i 3;degruyter.com;https://www.degruyter.com/document/doi/10.1515/9780824889159-012/html;;21;16.12.2021 01:34;;10.1515/9780824889159-012;;;;;;;0;0;0;1;1;What is revealed in the COVID-19 pandemic about Hawai 'i's economy? It is well known that tourism is Hawai 'i's largest private sector industry, so its sharp decline during the global pandemic comes as no surprise. What I take away from Hawai 'i's experience over the …;https://scholarspace.manoa.hawaii.edu/bitstream/10125/70241/1/Reopening%20the%20Hawai%E2%80%98i%20Tourism%20Economy%20in%20the%20Age%20of%20COVID-19.pdf;
0;S Singhi, MA Dubeyii;impact of covid-19 on tourism economy;2021;;capdr.org;http://capdr.org/wp-content/uploads/2021/09/L201.pdf;;22;16.12.2021 01:34;PDF;;;;;;;;0;0;0;2;1;ABSTRACT The COVID-19 Pandemic in India is a part of the worldwide pandemic of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-C0V-2). The first case of COVID-19 in India was reported in Kerala on …;http://capdr.org/wp-content/uploads/2021/09/L201.pdf;
0;M Dibo;the effects of covid-19 on turkeys tourism economy an assessment within the scope of employment and tourism revenues;2021;… Impacts and Implications of COVID-19 on the Tourism …;igi-global.com;https://www.igi-global.com/chapter/the-effects-of-covid-19-on-turkeys-tourism-economy/284007;;23;16.12.2021 01:34;;;;;;;;;0;0;0;1;1;The aim of this study is to investigate the effects of the measures taken to combat the effects of the coronavirus pandemic in the tourism sector. Therefore, the study evaluates the employment rates in the tourism-related sectors and the course of the tourism sector …;;
0;IA RUM; to strengthen the travel and tourism sectors from the covid-19 pandemic shocks a computable general equilibrium model for the indonesian economy;2021;;eria.org;https://www.eria.org/uploads/media/discussion-papers/ERIA-Research-on-COVID-19/Policy-Strategies-to-Strengthen-the-Travel-and-Tourism-Sectors-from-the-COVID-19-Pandemic-Shocks_A-CGE-Model-for-the-Indonesian-Economy.pdf;;25;16.12.2021 01:34;PDF;;;;;;;;0;0;0;1;1;The travel and tourism sectors have become the most vulnerable sectors to the COVID-19 pandemic. Studies have shown that most tourist-destination countries will experience economic shocks due to the pandemic. This study analyses the impact of the COVID-19 …;https://www.eria.org/uploads/media/discussion-papers/ERIA-Research-on-COVID-19/Policy-Strategies-to-Strengthen-the-Travel-and-Tourism-Sectors-from-the-COVID-19-Pandemic-Shocks_A-CGE-Model-for-the-Indonesian-Economy.pdf;
0;IWE Mahendra, NL Supartini, ...;optimalization of trails tours in pinge tourism village to improve the communitys economy during the covid-19 pandemic;2021;Community …;journal.unimma.ac.id;http://journal.unimma.ac.id/index.php/ce/article/view/5218;;26;16.12.2021 01:34;;;;;;;;;0;0;0;3;1;Pinge Village is the first tourist village in Tabanan Regency which was officially inaugurated by Tabanan Regent Decree No. 337 of 2004 that concerning to Design Pinge Traditional Village as a Tourism Village. This village has several potentials as sources of attractions for …;https://journal.unimma.ac.id/index.php/ce/article/download/5218/2559;
0;?? ?????????;impact of the covid-19 macroeconomic shock on the national tourism economy;2021;?????????. ?????. ???????????;elibrary.ru;https://elibrary.ru/item.asp?id=45842312;;27;16.12.2021 01:34;;;;;;;;;0;0;0;1;1;?????? ????????? ???????? ??????? ????? ?????????????? ???????? ?? ????? ???????. ???????????????? ??????? ????????????? ????????? ???? ??????? ?? ????? ????????. ??????????? ????? ??????? ?????? ????? ??? ??????????, ???????? ? …;;
0;TAIS KarawanHamasahidHamasharif;the role of sports tourism in supporting the national economy during the covid-19 pandemic;2021;Journal of studies and researches of …;iasj.net;https://www.iasj.net/iasj/article/210366;;29;16.12.2021 01:34;;;;;;;;;0;0;0;1;1;Tourism is one of the decent phenomena that derive from the increasing need to achieve rest and recreation, so this study was to find out the effects of this epidemic on this sector. The research aims to identify the geographical locations of the most important sport tourism …;;
0;ADG Álvarez, JR Meza, RCS Jiménez;adventure tourism an alternative for the reactivation of the economy after the covid-19 crisis;2021;… of Tourism and Heritage Research;jthr.es;http://www.jthr.es/index.php/journal/article/view/278;;32;16.12.2021 01:34;;;;;;;;;0;0;0;3;1;This research is the result of the proposal to incorporate adventure sports in the tourist areas of the sierra region that correspond to the State of Tabasco. This with the intention of reactivating and recovering the State economy from the problems of world order and the …;http://www.jthr.es/index.php/journal/article/download/278/481;https://scholar.google.com/scholar?q=related:pblfIuzpwo0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
0;ME Jamu, SP Sari;tourist visit in the era of covid 19 does it impact on the economy of local communities in bena tourism village;2021;3rd International Conference of Banking …;atlantis-press.com;https://www.atlantis-press.com/article/125953930.pdf;;33;16.12.2021 01:34;PDF;;;;;;;;0;0;0;2;1;The purpose of this study is to analyze the impact of tourist visits in the Covid-19 era on the economy of local communities in the traditional village of Bena. The approach used in this research is descriptive qualitative, with the data collection method is in-depth interviews. The …;https://www.atlantis-press.com/article/125953930.pdf;https://scholar.google.com/scholar?q=related:m_Hu6LtwnwcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
0;RM Aziz;impact of covid-19 to halal tourism in turbulence economy on h theory;2021;;books.google.com;https://books.google.com/books?hl=en&lr=&id=1Xg6EAAAQBAJ&oi=fnd&pg=PA95&dq=%22covid+19%22+tourism+economy&ots=beJ0U2mKeR&sig=G0Jl-Bg1gzr4rB8Jw2fqI4tHrkk;;34;16.12.2021 01:34;;;;;;;;;0;0;0;1;1;This study aims to discourse between the sharia sector and the economic sector in the pandemic Covid-19 phenomena with Islamic religion rooted in Allah that can be merged in it by one faith in Islam as salat. Salat is the first design before human had been created …;http://eprints.eudl.eu/id/eprint/5047/1/eai.22-7-2020.2307869.pdf;
0;J Sujeeva;the impact of covid-19 on the local economy of arugam bay with a special focus on surf tourism;2021;;Faculty of Arts and Culture, South …;;;37;16.12.2021 01:34;CITATION;;;;;;;;0;0;0;1;1;;http://192.248.66.13/bitstream/123456789/5521/1/SEUIARS2020%20Proceeding-finalized_2.pdf;
0;Z Zhongming, Z Wangqiang, L Wei;covid-19 impact on tourism could deal $4 trillion blow to global economy un report;2021;;resp.llas.ac.cn;http://resp.llas.ac.cn/C666/handle/2XK7JSWQ/333270;;41;16.12.2021 01:34;CITATION;;;;;;;;0;0;0;3;1;The crash in international tourist arrivals since the pandemic started could cost the world economy $4 trillion by the end of 2021. https://t. co/b3NJ4CDTwD pic. twitter. com/FbfiupmRoB;;
0;R Lisnet, A Crawley;s2e13 what impact is covid-19 having on tourism and the economy;2020;;digitalcommons.library.umaine.edu;https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1023&context=maine_question;;31;16.12.2021 01:34;;;;;;;;;0;0;0;2;1;Maine, also called Vacationland, is a favorite destination for visitors. But what impact will the pandemic have on tourism, tax revenue and the overall economy? Those are topics on this week's “The Maine Question” podcast. Andrew Crawley, a University of Maine assistant …;;
0;T Kumar, M Sharma;the effect of covid-19 on the world economy a reference to the tourism industry;;researchgate.net;;https://www.researchgate.net/profile/Trilochan-Kumar-2/publication/351776241_INTERNATIONAL_JOURNAL_FOR_INNOVATIVE_RESEARCH_IN_MULTIDISCIPLINARY_FIELD_The_effect_of_COVID-19_on_the_world_economy_A_reference_to_the_tourism_Industry/links/60a9106f45851522bc0dc07a/INTERNATIONAL-JOURNAL-FOR-INNOVATIVE-RESEARCH-IN-MULTIDISCIPLINARY-FIELD-The-effect-of-COVID-19-on-the-world-economy-A-reference-to-the-tourism-Industry.pdf;;35;16.12.2021 01:34;PDF;;;;;;;;0;0;0;2;;Tourism is a strength of the economy for many nations of the globe. Tourism is a significant source and always cooperative in producing revenue and a mean of foreign exchange. The novel Coronavirus (COVID-19) is challenging the world. Since World War second …;https://www.researchgate.net/profile/Trilochan-Kumar-2/publication/351776241_INTERNATIONAL_JOURNAL_FOR_INNOVATIVE_RESEARCH_IN_MULTIDISCIPLINARY_FIELD_The_effect_of_COVID-19_on_the_world_economy_A_reference_to_the_tourism_Industry/links/60a9106f45851522bc0dc07a/INTERNATIONAL-JOURNAL-FOR-INNOVATIVE-RESEARCH-IN-MULTIDISCIPLINARY-FIELD-The-effect-of-COVID-19-on-the-world-economy-A-reference-to-the-tourism-Industry.pdf;https://scholar.google.com/scholar?q=related:ojACOJkr93MJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
0;R Gautam, S Bhattacharjee;an overview of the impact of covid-19 on tourism sector of indian economy;;academia.edu;;https://www.academia.edu/download/66114991/IJARET_11_11_108.pdf;;36;16.12.2021 01:34;PDF;;;;;;;;0;0;0;2;;The Covid-19 pandemic has brought about an unprecedented crisis all over the world, with huge repercussions on economic, social, political and health dimensions. In this study, we explore the economic impacts in case of India, specifically on the most dynamic sector of the …;https://www.academia.edu/download/66114991/IJARET_11_11_108.pdf;https://scholar.google.com/scholar?q=related:5Vd1qB3PqBwJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
0;AM Lenart-Boro?, PM Boro?, JA Prajsnar, ...;covid-19 lockdown shows how much natural mountain regions are affected by heavy tourism;2021;Science of The Total …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0048969721064330;;4;16.12.2021 01:33;;;;;;;;;0;0;0;4;1;Mountain areas in Poland are among the most frequented tourist destinations and such intensive tourism negatively affects the natural environment. The COVID-19 pandemic and the resulting lockdown restricted travel for a few months in 2020, providing a unique …;;
0;DK Pandey, R Kumar;lockdown unlock stock returns and firm-specific characteristics the indian tourism sector during the covid-19 outbreak;2021;Current Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.2005549;;6;16.12.2021 01:33;;10.1080/13683500.2021.2005549;;;;;;;0;0;0;2;1;Using the event study methodology, we find that the stock returns of the Indian tourism sector reacted differently to the announcements of nationwide lockdown and the Unlock 1.0. Using the cross-sectional regression, we find liquidity, volatility, solvency, and size as the primary …;;
